LICENSEE NAME,DOING BUSINESS AS,LICENSE #,LICENSE TYPE,EXPIRES,STREET ADDRESS,CITY,STATE,ZIP
"SIYA, LLC",TUSCANY WINE & SPIRITS,03-05865,Delivery Permit,6130 AUSTIN BLUFFS PARKWAY,Colorado Springs,CO,80918
TUSK ESTATES LLC,TUSK ESTATES,03-11142,Winery Direct Shipper's Permit,01/15/2022 588 ZINFANDEL LANE,Saint Helena,CA,94574
OLD VINE WINE PARTNERS LLCT-VINE CELLARS,,03-04729,Winery Direct Shipper's Permit,06/17/2021 810 FOOTHILL BOULEVARD,Calistoga,CA,94515
TWELVE DEGREE BREWING LLCTWELVE DEGREE BREWING,,03-01440,Brew Pub (city),05/29/2021 820 MAIN STREET UNIT 101,Louisville,CO,80027
TWENTY BREW TAPHOUSE LLCTWENTY BREW TAPHOUSE,,03-04138,Beer & Wine (city),01/22/2022 11187 SHERIDAN BLVD UNIT 10 & 11Westminster,,CO,80020
OLDE CHAUTAUQUA VINEYARDTWENTY ONE BRIX WINERY,,03-03980,Winery Direct Shipper's Permit,11/13/2021 6654 W MAIN ROAD,Portland,NY,14769
WATERFRONT ON THE RIVERWTWENTY ONE STEAK,,03-02766,Hotel & Restaurant (city),04/21/2021 101 SOUTH MAIN UNIT 200-202 & 400Pueblo,,CO,81003
TWILIGHT LIQUORS LLC,TWILIGHT LIQUORS,03-06905,Liquor Store (city),09/06/2021 6430 WADSWORTH BOULEVARD,Arvada,CO,80003
TWIN DRAGON RESTAURANT INTWIN DRAGON RESTAURANT,,24-05943-0000 Hotel & Restaurant (city),,09/28/2021 3021 SOUTH BROADWAY,Englewood,CO,801131528
PREMIUM FOODS LLC,TWIN FIN POKE,03-11213,Hotel & Restaurant (city),04/11/2021 2720 SOUTH COLORADO BOULEVARDenver,,CO,80222
"TWIN FORKS TAVERN, LLC",TWIN FORKS TAVERN,03-03734,Hotel & Restaurant (county),12/03/2021 19423 NORTH TURKEY CREEK ROADMorrison,,CO,80465
TWIN LAKES GENERAL STORE TWIN LAKES GENERAL STORE,,03-10501,Liquor Store (county),08/29/2021 6451 HIGHWAY 82,Twin Lakes,CO,81251
INTERLAKEN PARTNERS LLC,TWIN LAKES INN,03-00748,Hotel & Restaurant (county),01/23/2022 6435 HWY 82,Twin Lakes,CO,81251
TWIN PEAKS LIQUORS INC,TWIN PEAKS LIQUOR,12-17095-0000 Delivery Permit,,999 SOUTH HOVER STREET #1,Longmont,CO,805017908
TWIN PEAKS LIQUORS INC,TWIN PEAKS LIQUOR,12-17095-0000 Liquor Store (city),,02/16/2022 999 SOUTH HOVER STREET #1,Longmont,CO,805017908
ALPENGLOW PROPERTIES OURTWIN PEAKS LODGE & HOT SPRINGS28-36861-0002 Hotel & Restaurant (city),,,,06/02/2021 125 THIRD AVENUE,Ouray,CO,81427
TWIN RESTAURANT BROOMFIETWIN PEAKS RESTAURANT,,43-00592-0000 Hotel & Restaurant (city),,02/01/2022 299 E FLATIRON CROSSING DR,Broomfield,CO,80021
TWIN RESTAURANT CENTENNIATWIN PEAKS RESTAURANT,,03-00449,Hotel & Restaurant (city),10/31/2021 8840 E ARAPAHOE RD,Centennial,CO,80112
TWIN RESTAURANT DENVER LLTWIN PEAKS RESTAURANT,,42-99612-0000 Hotel & Restaurant (city),,02/12/2022 14035 W COLFAX DR,Lakewood,CO,80401
TWIN STAR ENERGY LLC,TWIN STAR ENERGY LLC,03-03744,Master File (Business),10459 PARK MEADOWS DR STE 101 Littleton,,CO,80124
RASVET INC,TWIN TOWER LIQUOR,03-12418,Liquor Store (city),11/19/2021 10254 URA LANE,Thornton,CO,80260
A MAJOR CORPORATION,TWINS INN,15-45846-0000 Tavern (county),,01/26/2022 5201 WEST 56TH AVENUE,Arvada,CO,80002
LYLE & HADLEY LLC,TWINS LIQUOR,03-04833,Liquor Store (city),08/25/2021 9673 PROMINENT POINT SUITE 140 Colorado Springs,,CO,80924
LYLE & HADLEY LLC,TWINS LIQUOR,03-04833,Delivery Permit,9673 PROMINENT POINT SUITE 140 Colorado Springs,,CO,80924
"SPRINGS WINE & LIQUOR, INC. TWINS WINE & LIQUOR",,03-00886,Liquor Store (city),02/04/2022 2713 S JANITELL RD,Colorado Springs,CO,80906
"SPRINGS WINE & LIQUOR, INC. TWINS WINE & LIQUOR",,03-00886,Delivery Permit,2713 S JANITELL RD,Colorado Springs,CO,80906
MERITAGE HOSPITALITY GROUTWIST,,03-12650,Hotel & Restaurant (city),02/17/2022 200 SOUTH RIDGE STREET,Breckenridge,CO,80424
PEAK GOLF INC,TWIST AT TWIN PEAKS,42-33181-0000 Hotel & Restaurant / Optional (c,,06/14/2021 1200 CORNELL DR,Longmont,CO,80503
TWISTED APES BAR & GRILL LLTWISTED APES BAR & GRILL,,03-12614,Hotel & Restaurant (city),01/16/2022 2501 EAST PLATTE AVENUE,Colorado Springs,CO,80909
TWISTED FORK LTD,TWISTED FORK LTD,03-07289,Hotel & Restaurant (city),12/07/2021 206 NORTH MAIN,Gunnison,CO,81230
TWISTED GINGER LLC,TWISTED GINGER,03-11652,Tavern (city),05/08/2021 35 NORTH CASCADE,Montrose,CO,81401
TWISTED OAK WINERY LLC,TWISTED OAK WINERY LLC,26-55202-0000 Winery Direct Shipper's Permit,,11/15/2021 4280 RED HILL ROAD,Vallecito,CA,95251
TIMBERLINE BREWING CO,TWISTED PINE BREWING,09-75648-0001 Wholesale Beer (malt liquor),,05/30/2021 3201 WALNUT ST SUITE A,Boulder,CO,803012642
TIMBERLINE BREWING CO,TWISTED PINE BREWING CO,09-75648-0002 Manufacturer (brewery),,05/30/2021 3201 WALNUT ST SUITE A,Boulder,CO,803012642
TWISTED ROOTS WINE LLC,TWISTED ROOTS WINE,03-12760,Winery Direct Shipper's Permit,12/10/2021 2 WEST LOCKEFORD STREET,Lodi,CA,95240
LEHR LLC,TWISTED TURTLE,03-08720,Tavern (city),10/10/2021 436 MAIN STREET,Grand Junction,CO,81501
JENN-CO LLC,TWO & NINE BAR & GRILL,42-21457-0000 Tavern (city),,01/10/2022 2912 N ELIZABETH,Pueblo,CO,810081136
"TWO ANGELS, LLC",TWO ANGELS,03-13587,Winery Direct Shipper's Permit,07/14/2021 7830-40 SAINT HELENA HIGHWAY,Oakville,CA,94562
ONKAR INVESTMENTS LLC,TWO ANGELS LIQUORS,03-04131,Liquor Store (city),"03/17/2022 2589 SOUTH LEWIS WAY #6F, 6G, 6HLakewood",,CO,80227
JCSB LLC,TWO ARROWS,03-05028,Tavern (city),07/19/2021 225 WALL STREET UNIT 103A,Vail,CO,81657
TWO BEARS DEN LLC,TWO BEARS TAP & GRILL,03-07262,Hotel & Restaurant (county),12/06/2021 33295 HIGHWAY 6,Idaho Springs,CO,80452
JCBS CORP,TWO BELOW ZERO DINNER SLEIGH R28-53901-0000 Hotel & Restaurant (city),,,11/29/2021 616 RECREATION WAY UNIT H,Frisco,CO,80443
MAGGIE PRZYBYLSKI,TWO BROADS CIDERWORKS,03-13597,Winery Direct Shipper's Permit,07/20/2021 3427 ROBERTO COURT SUITE 130 San Luis Obispo,,CA,93401
VALDEZ BROS LLC,TWO BROTHERS DELI,03-11921,Hotel & Restaurant (city),06/17/2021 1424-1428 MINER STREET,Idaho Springs,CO,80452
ASPEN SKIING COMPANY LLC TWO CREEKS MEXICAN CAFE,,26-09248-0020 Hotel & Restaurant / Optional (c,,04/24/2022 0031 SLOPE SIDE DR,Snowmass Village CO,,81615
VAIL FOODS SERVICES INC,TWO ELK RESTAURANT,04-49011-0011 Hotel & Restaurant / Optional (c,,12/28/2021 T5S R80W SEC22,Vail,CO,81657
TASTIE CONCEPTS INC,TWO FISTED MARIO'S PIZZA/DOUBLE24-91816-0000 Hotel & Restaurant (city),,,12/19/2021 1626 MARKET STREET,Denver,CO,802021514
TWO OLD CROWS DECOR & MOTWO OLD CROWS GALLERY,,03-06319,Art Gallery Permit,04/11/2021 468 LEWIS STREET,Pagosa Springs,CO,81147
SUPALKA & DELENNA INC,TWO PONDS WINE & SPIRITS,03-09601,Liquor Store (city),03/12/2022 9969 WEST 80TH AVENUE,Arvada,CO,80005
TWO RASCALS BREWING LLC TWO RASCALS BREWING CO,,03-09005,Brew Pub (city),12/18/2021 147 NORTH 1ST STREET,Montrose,CO,81401
HUERTA LLC,TWO RIVERS BAR & CAFE,03-12224,Tavern (city),11/17/2021 156 MIDLAND AVENUE,Basalt,CO,81621
TYLER SCHMIDT,TWO RIVERS BBQ,03-06763,Tavern (city),07/25/2021 29411 US HIGHWAY 160,South Fork,CO,81154
PINNACLE VENUE SERVICES LLTWO RIVERS CONVENTION CENTER 03-08188,,,Hotel & Restaurant (city),05/30/2021 159 MAIN STREET,Grand Junction,CO,81501
JUST B.E. LLC,TWO RIVERS TAVERN,03-02706,Tavern (city),04/09/2022 539 COLORADO AVE,Grand Junction,CO,81501
RGW ASSOCIATES INC,TWO RIVERS WINERY,03-04187,Winery Direct Shipper's Permit,01/07/2022 2087 BROADWAY,Grand Junction,CO,81507
RGW ASSOCIATES INC,TWO RIVERS WINERY,14-39419-0001 Limited Winery,,08/18/2021 2087 BROADWAY,Grand Junction,CO,81507
BACCARY DISTRIBUTING CO LLTWO SIX CRAFT DISTRIBUTORS,,03-12500,Wholesale Beer (malt liquor),11/24/2021 1280 WEST 47TH AVENUE,Denver,CO,80211
ULRIK OLSSON PER-MAGNUS PTWO SWEDES GLOGG,,03-01525,Limited Winery,02/10/2022 103 MESA VISTA RD,Grand Junction,CO,81507
TWO WOLVES WINE LLC,TWO WOLVES WINE,03-11734,Winery Direct Shipper's Permit,05/08/2022 1480 COUNT FLEET STREET,Santa Ynez,CA,93460
TWO22 BREW,TWO22 BREW,03-01675,Manufacturer (brewery),07/23/2021 4550 S RESERVOIR RD,Aurora,CO,80015
TWO22 BREW LLC,TWO22 BREW,03-01676,Wholesale Beer (malt liquor),07/23/2021 4550 S RESERVOIR RD,Centennial,CO,80015
TWP LLC,TWP LLC,03-13674,Limited Winery,09/14/2021 3334 F ROAD,Clifton,CO,81520
TWP LLC,TWP LLC,03-14162,Winery Direct Shipper's Permit,12/08/2021 3334 F ROAD,Clifton,CO,81520
TY CATON VINEYARDS,TY CATON VINEYARDS,25-49743-0000 Winery Direct Shipper's Permit,,02/11/2022 21684 8TH STREET EAST STE 460,Sonoma,CA,954762815
TYCOON RAMEN & SUSHI BAR TYCOON RAMEN & SUSHI BAR,,03-05238,Hotel & Restaurant (city),11/01/2021 338 EAST COLFAX AVENUE,Denver,CO,80203
J WILLETT COMPANIES,TYLER WINERY,03-02728,Winery Direct Shipper's Permit,03/12/2022 300 N 12TH ST UNIT 4A,Lompoc,CA,93436
SAM'S WEST INC,TYMALEE A DAVILA,03-13536,Manager Permit (LLDS),08/25/2021 6773 WEST IDA PLACE,Littleton,CO,80123
TZ LIQUOR LLC,TZ LIQUOR,03-03459,Liquor Store (county),09/30/2021 105 FORGE RD,Canon City,CO,81212
TZATZIKI LLC,TZATZIKIS RESTAURANT,35-20248-0000 Beer & Wine (city),,08/05/2021 5919 S UNIVERSITY BLVD,Greenwood Village CO,,801212835
HANHAB INC,U PUMP,04-01442,Fermented Malt Beverage Off (,12/27/2021 5440 WEST MISSISSIPPI AVENUE,Lakewood,CO,80226
TOTAL SMOKER LLC,U PUMP IT,04-01050,Fermented Malt Beverage Off (,01/15/2022 10970 WEST ALAMEDA AVENUE,Lakewood,CO,80226
U S A WINE IMPORTS,U S A WINE IMPORTS,12-39415-0000 Importer (vinous & spirituous),,12/02/2021 285 WEST BROADWAY STE 330,New York,NY,100132246
U SAVE MART INC,U SAVE MART,04-01063,Fermented Malt Beverage Off (,02/05/2022 6590 MONACO STREET,Commerce City,CO,80022
REGAL CINEMAS INC,UA COLORADO MILLS STADIUM 16 IM03-11047,,Lodging & Entertainment (City),01/27/2022 14500 WEST COLFAX AVENUE SUITELakewood,,CO,80401
THAI RESTAURANT INC,UBON THAI CUISINE,25-59723-0000 Hotel & Restaurant (city),,07/28/2021 155 HIGHWAY 119 EAST,Nederland,CO,80466
REGENTS OF THE UNIVERSITY UCCS DINING & FOOD SERVICES,,03-03360,Hotel & Restaurant (city),09/11/2021 1420 AUSTIN BLUFFS PARKWAY,Colorado Springs,CO,80918
REGENTS OF THE UNIVERSITY UCCS FOOD & DINING SERVICES,,03-08604,Lodging & Entertainment (City),01/02/2022 5225 NORTH NEVADA AVENUE,Colorado Springs,CO,80918
UCHI DENVER LLC,UCHI DENVER,03-09046,Hotel & Restaurant (city),12/27/2021 2500 LAWRENCE STREET,Denver,CO,80205
UDOM THAI INC,UDOM THAI,03-05995,Beer & Wine (city),02/21/2022 7412 SOUTH UNIVERSITY BLVD,Centennial,CO,80112
RAPID UP EXPRESS INC.,UDON KAISHA,03-08074,Beer & Wine (city),08/22/2021 191 WEST SOUTH BOULDER ROAD Lafayette,,CO,80026
SP & ANMOL INC,U-DRINK IT LIQUORS,42-76380-0000 Liquor Store (city),,01/27/2022 9000 FEDERAL BLVD,Federal Heights,CO,802605841
UGLY DOG SPORTS CAFE LLC UGLY DOG SPORTS CAFE,,42-89039-0000 Hotel & Restaurant (county),,04/26/2021 1345 CORTEZ ST,Denver,CO,80221
UHL'S BEER LLC,UHL'S BREWING CO,03-09527,Wholesale Beer (malt liquor),06/17/2021 5460 CONESTOGA COURT,Boulder,CO,80301
UHL'S BEER LLC,UHL'S BREWING CO.,03-13581,Manufacturer (brewery),10/13/2021 5460 CONESTOGA COURT,Boulder,CO,80301
ASPEN SKIING COMPANY LLC ULLRHOF,,26-09248-0047 Hotel & Restaurant (city),,11/18/2021 0021 BURNT MOUNTAIN CIR,Snowmass Village CO,,81615
JR BAR INC,ULLRS TAVERN,12-84196-0000 Tavern (city),,09/23/2021 78415 US HWY 40,Winter Park,CO,80482
ULTIMATE BUFFET INC,ULTIMATE BUFFET,42-31856-0000 Beer & Wine (city),,09/11/2021 3727 BLOOMINGTON ST,Colorado Springs,CO,80922
ULTREIA LLC,ULTREIA,03-08243,Hotel & Restaurant (city),08/13/2021 1701 WYNKOOP STREET SUITE 125 Denver,,CO,80202
JINSUN USA CORP,UMI SUSHI,03-14108,Hotel & Restaurant (city),01/18/2022 7636 DUBLIN BOULEVARD SUITE 15 Colorado Springs,,CO,80924
UNIVERSITY OF NORTHERN COUNC DINING SERVICES - CATERING 03-03623,,,Related Facility Permit (City),08/12/2021 9TH AVE & 19TH ST - CENTENNIAL HGreeley,,CO,80639
UNIVERSITY OF NORTHERN COUNC DINING SERVICES - CATERING 14-28828-0009 Related Facility Per,,,mit (City),08/12/2021 9TH AVE & 19TH ST - CENTENNIAL HGreeley,,CO,80639
UNIVERSITY OF NORTHERN COUNC DINING SERVICES - CATERING 14-28828-0004 Related Facility Per,,,mit (City),08/12/2021 9TH AVE & 19TH ST - CENTENNIAL HGreeley,,CO,80639
UNIVERSITY OF NORTHERN COUNC DINING SERVICES - CATERING 03-12309,,,Related Facility Permit (City),08/12/2021 9TH AVE & 19TH ST - CENTENNIAL HGreeley,,CO,80639
UNIVERSITY OF NORTHERN COUNC DINING SERVICES - CATERING 03-12310,,,Related Facility Permit (City),08/12/2021 9TH AVE & 19TH ST - CENTENNIAL HGreeley,,CO,80639
UNIVERSITY OF NORTHERN COUNC DINING SERVICES - CATERING 03-12311,,,Related Facility Permit (City),08/12/2021 9TH AVE & 19TH ST - CENTENNIAL HGreeley,,CO,80639
UNIVERSITY OF NORTHERN COUNC DINING SERVICES - CATERING 03-12312,,,Related Facility Permit (City),08/12/2021 9TH AVE & 19TH ST - CENTENNIAL HGreeley,,CO,80639
UNIVERSITY OF NORTHERN COUNC DINING SERVICES - CATERING 14-28828-0007 Campus Liquor Comple,,,x (City),08/12/2021 9TH AVE & 19TH ST - CENTENNIAL HGreeley,,CO,80639
MATTHEW GOSS,UNCANNY VALLEY ART GALLERY,03-11640,Beer & Wine (city),06/09/2021 455 MAIN STREET,Grand Junction,CO,81501
UNCLE INCORPORATED,UNCLE,42-99621-0000 Hotel & Restaurant (city),,07/17/2021 2215 W 32ND AVE,Denver,CO,80211
UNCLE 2 INC,UNCLE 2,03-09313,Hotel & Restaurant (city),01/16/2022 95 SOUTH PENNSYLVANIA STREET Denver,,CO,80209
YANCEY ENTERPRISES INC,UNCLE FRED'S TAVERN,42-88975-0000 Tavern (county),,03/27/2022 215 FONTAINE BLVD,Colorado Springs,CO,809112111
UNCLE JOES ASIAN BISTRO 14 UNCLE JOES A HONG KONG BISTRO 03-04233,,,Hotel & Restaurant (city),05/05/2021 891 14TH STREET SUITE 100,Denver,CO,80202
15-16 LLC,UNCLE JULIO'S HACIENDA COLORAD03-10452,,Hotel & Restaurant (city),08/20/2021 3298 YOUNGFIELD STREET,Wheat Ridge,CO,80033
RISING STAR ENTERPRISES #1 UNCLE MADDIO'S PIZZA JOINT,,03-04160,Beer & Wine (city),04/13/2021 10601 EAST GARDEN DRIVE #105 Aurora,,CO,80012
UNCLE SIDS BOTTLES INC,UNCLE SIDS BOTTLES,19-14745-0000 Liquor Store (city),,12/13/2021 2306 S GLEN AVE,Glenwood Springs CO,,81601
UNCLE ZHOU RESTAURANT INCUNCLE ZHOU,,03-12755,Hotel & Restaurant (city),03/31/2021 12203 EAST ILIFF AVENUE SUITES DAurora,,CO,80014
BEANTOWN INC,UNCORKED KITCHEN THE,03-02393,Lodging & Entertainment (City),05/15/2022 8171 S CHESTER STREET UNITS 3-6Centennial,,CO,80112
REMPE HOLDINGS INC,UNCORKED WINE & LIQUOR,26-62923-0000 Liquor Store (city),,01/11/2022 9203 EASTMAN PARK DRIVE,Windsor,CO,80550
REMPE HOLDINGS INC,UNCORKED WINE & LIQUOR,26-62923-0000 Delivery Permit,,9203 EASTMAN PARK DRIVE,Windsor,CO,80550
YOU EAT MORE ENTERPRISES UNDER THE SUN EATERY AND TAPH03-00383,,,Hotel & Restaurant (city),09/26/2021 627 A S. BROADWAY,Boulder,CO,80305
UNDERGROUND LIQUOR LLC UNDERGROUND LIQUOR,,03-01653,Liquor Store (county),08/08/2021 15107 HIGHWAY 119,Black Hawk,CO,80422
ASTATOS INC,UNDICI RISTORANTE,42-04548-0000 Hotel & Restaurant (city),,05/18/2021 1200 E HAMPDEN AVE,Englewood,CO,80113
UNIDINE CORPORATION,UNIDINE CORPORATION,03-13327,Lodging & Entertainment (City),05/19/2021 2960 TUTT BLVD,Colorado Springs,CO,80922
CONNECTION RESTAURANT GRUNION,,41-93858-0001 Hotel & Restaurant (city),,03/28/2022 3 WILCOX STREET,Castle Rock,CO,80104
UNITY HOSPITALITY LLC,UNION,03-09107,Hotel & Restaurant (city),12/17/2021 250 JEFFERSON STREET,Fort Collins,CO,80524
UNION JACK LIQUORS INC,UNION JACK LIQUORS,10-52497-0000 Liquor Store (city),,11/19/2021 1160 SOUTH BOULDER ROAD,LOUISVILLE,CO,800272525
UNION JACK LIQUORS INC,UNION JACK LIQUORS,10-52497-0000 Delivery Permit,,1160 SOUTH BOULDER ROAD,LOUISVILLE,CO,800272525
UNION LODGE LLC,UNION LODGE NO 1,03-03847,Tavern (city),11/30/2021 1543 CHAMPA ST SUITE 101,Denver,CO,80202
FLOOPLE LLC,UNION SACRE,03-13491,Winery Direct Shipper's Permit,07/06/2021 460 MARQUITA AVENUE UNIT A&B Paso Robles,,CA,93446
THE SOCIAL HOUSE LLC,UNION SOCIAL HOUSE,03-12321,Hotel & Restaurant (city),09/24/2021 3062 MAIN AVENUE,Durango,CO,81301
NATI CORPORATION,UNION WINE AND SPIRITS,03-04192,Liquor Store (city),02/26/2022 295 S UNION BLVD,Lakewood,CO,80228
UNION WINE COMPANY,UNION WINE COMPANY,03-05373,Winery Direct Shipper's Permit,09/29/2021 19550 SW CIPOLE ROAD,Tualatin,OR,97062
"UNITED AIRLINES, INC.",UNITED AIRLINES,01-09389-0000 Public Transportation,,02/05/2022 DIA PENA BLVD 87,Denver,CO,802490000
MELEY WINE & SPIRITS LLC,UNITED BEVERAGE,03-08296,Liquor Store (city),06/21/2021 1760 EAST 112TH AVENUE,Northglenn,CO,80233
UNITED BEVERAGE BROKERS I UNITED BEVERAGE IMPORTS,,18-25777-0000 Importer (vinous & spirituous),,05/22/2021 6068 G BLUE RIDGE DR,Highlands Ranch,CO,801303650
UNITED BRANDS COMPANY INCUNITED BRANDS COMPANY INC,,06-32525-0000 Importer (malt liquor),,03/23/2021 5355 MIRA SORRENTO PL STE 270 San Diego,,CA,92121
UNITED CHINESE RESTAURANTUNITED CHINESE RESTAURANT,,02-72412-0000 Hotel & Restaurant (city),,11/15/2021 12161 SHERIDAN BLVD UNIT G,Broomfield,CO,80020
UNITED CHINESE RESTAURANTUNITED CHINESE RESTAURANT III,,41-90891-0000 Hotel & Restaurant (city),,02/16/2022 4150 E 128TH AVE,Thornton,CO,802412229
UNITED STATES BEVERAGE LLCUNITED STATES BEVERAGE,,28-20041-0001 Importer (malt liquor),,03/16/2022 700 CANAL STREET,Stamford,CT,6902
UNITED STATES DISTILLED PROUNITED STATES DISTILLED PRODUC03-06959,,,Importer (malt liquor),11/30/2021 1607 SOUTH 12TH STREET,Princeton,MN,55371
UNITED STATES DISTILLED PROUNITED STATES DISTILLED PRODUC 80-65247-0000 Importer (vinous & spirituous),,,,08/25/2021 1607 SOUTH 12TH STREET,Princeton,MN,553712300
SSA GROUP LLC,UNITED STATES OLYMPIC & PARALY03-13334,,Hotel & Restaurant (city),05/18/2021 200 SOUTH SIERRA MADRE STREETColorado Springs,,CO,80903
MDD BASSI INC,UNITED WINE AND LIQUOR,03-04199,Liquor Store (city),03/02/2022 5752 NORTH ACADEMY BOULEVARDColorado Springs,,CO,80918
FIVE LEAF CLOVER LLC,UNIVERSAL THE,42-91447-0000 Hotel & Restaurant (city),,08/25/2021 2911 W 38TH AVE,Denver,CO,80211
GRACE DENVER ENTERPRISESUNIVERSITY LIQUORS,,41-41476-0000 Liquor Store (city),,06/30/2021 2808 11TH AVE,EVANS,CO,806201009
UNIVERSITY OF COLORADO - DUNIVERSITY MEMORIAL CENTER,,03-01289,Hotel & Restaurant (city),08/11/2021 1669 EUCLID AVENUE,Boulder,CO,80309
REGENTS OF THE UNIVERSITY UNIVERSITY OF COLORADO,,03-04240,Hotel & Restaurant (city),03/05/2021 10035 SOUTH PEORIA STREET,Lone Tree,CO,80134
"HRGC AT DU, LLC",UNIVERSITY OF DENVER GOLF CLUB43-00831-0000 Hotel & Restaurant / Optional (,,c,02/01/2022 9000 CREEKSIDE WAY,Highlands Ranch,CO,80129
UNNAMED BEER COMPANY LLCUNNAMED BEER COMPANY,,03-09513,Manufacturer (brewery),04/29/2021 2907 55TH STREET UNIT 1-B,Boulder,CO,80301
UNNAMED BEER COMPANY LLCUNNAMED BEER COMPANY,,03-09512,Wholesale Beer (malt liquor),04/29/2021 2907 55TH STREET UNIT 1-B,Boulder,CO,80301
TRPRAPJMP LLC,UNO CHICAGO GRILL,07-73089-0000 Hotel & Restaurant (city),,03/22/2021 16375 E 40TH AVE,Denver,CO,80239
TORTILLA FLATS LLC,UNO MAS,03-01777,Hotel & Restaurant (city),12/03/2021 1585 S PEARL ST,Denver,CO,80210
UNO MAS 2 LLC,UNO MAS,03-07424,Hotel & Restaurant (city),01/10/2022 730 EAST 6TH AVENUE,Denver,CO,80203
UNO MAS 3 LLC,UNO MAS TAQUERIA,03-12275,Hotel & Restaurant (city),10/07/2021 120 WEST OLIVE STREET SUITE 102Fort Collins,,CO,80521
UNSER RACING & ENTRTNMNT UNSER RACING & ENTERTAINMENT D35-31533-0000 Tavern (county),,,,01/09/2022 7300 N BROADWAY,Denver,CO,80221
UNTI WINE COMPANY LLC,UNTI VINEYARDS,25-50818-0000 Winery Direct Shipper's Permit,,04/21/2022 4202 DRY CREEK ROAD,Healdsburg,CA,95448
ASPEN SKIING COMPANY LLC UP 4 PIZZA,,26-09248-0001 Hotel & Restaurant (city),,09/05/2021 BIG BURN 4 LIFT,Snowmass Village CO,,81615
UP THE CREEK BAR & GRILL IN UP THE CREEK BAR & GRILL,,04-81659-0000 Hotel & Restaurant (city),,12/16/2021 223 GORE CREEK DR,Vail,CO,816583602
UPLAND BREWING COMPANY UPLAND BREWING COMPANY,,03-08228,Nonresident Manufacturer (malt,09/27/2021 4060 WEST PROFILE PARKWAY,Bloomington,IN,47404
"UPPER EAST SIDE LIQUORS, LLUPPER EAST SIDE LIQUORS",,03-11191,Liquor Store (county),03/14/2022 60 COUNTY ROAD 234,Durango,CO,81301
UPRISE EVENTS LLC,UPRISE BAR & EVENTS,03-13116,Tavern (city),07/19/2021 522 SOUTH TEJON STREET,Colorado Springs,CO,80903
UPSLOPE LLC,UPSLOPE BREWING CO,28-58686-0002 Manufacturer (brewery),,08/12/2021 1501 LEE HILL RD #20,Boulder,CO,80302
UPSLOPE LLC,UPSLOPE BREWING CO,28-58686-0001 Wholesale Beer (malt liquor),,08/12/2021 1501 LEE HILL RD #20,Boulder,CO,80302
UPSLOPE LLC,UPSLOPE BREWING COMPANY,03-00949,Manufacturer (brewery),"02/25/2022 1898 S FLATIRON CT, STE 120",Boulder,CO,80301
UPSLOPE LLC,UPSLOPE BREWING COMPANY,03-01321,Wholesale Beer (malt liquor),04/14/2022 1898 S FLATIRON CT STE 120,Boulder,CO,80301
UPSTAIRS CIRCUS DTC LLC,UPSTAIRS CIRCUS,03-04998,Tavern (city),08/12/2021 5370 GREENWOOD PLAZA BLVD #I-1Greenwood Village CO,,,80111
UPSTAIRS CIRCUS LLC,UPSTAIRS CIRCUS,03-01895,Tavern (city),10/15/2021 1500 WYNKOOP STREET SUITE 100Denver,,CO,80202
LAUGHING LADIES RESTAURANUPTOWN GRILL,,03-11232,Hotel & Restaurant (city),03/06/2022 413 W RAINBOW BLVD,Salida,CO,81201
NEPAL VENTURES LLC,UPTOWN LIQUORS,03-14583,Liquor Store (city),03/30/2022 1833 EAST HARMONY ROAD UNIT 3 Fort Collins,,CO,80528
UPTOWN WINES LLC,UPTOWN WINES,03-02577,Liquor Store (city),03/24/2022 436 MAIN STREET,Delta,CO,81416
"POP INVESTMENTS, INC",UPTOWN WINES BEERS & SPIRITS,03-02978,Liquor Store (city),06/09/2021 1936 PENNSYLVANIA ST,Denver,CO,80203
UPTRIPPING LLC,UPTRIPPING ART & FURNISHINGS,03-09952,Art Gallery Permit,06/06/2021 78878 US HIGHWAY 40,Winter Park,CO,80482
"UASTAPLETON, LLC",URBAN AIR,03-11432,Hotel & Restaurant (city),06/18/2021 9550 EAST 40TH AVENUE,Denver,CO,80238
"ASH COMPANY , LLC",URBAN AIR ADVENTURE PARK,03-11723,Beer & Wine (city),06/19/2021 4250 CORBETT DRIVE,Fort Collins,CO,80525
BE ACTIVE LLC,URBAN AIR ADVENTURE PARK,03-13872,Beer & Wine (city),"11/23/2021 15400 EAST BRIARWOOD CIRCLE, UAurora",,CO,80016
FRESH BEETS KITCHEN LLC,URBAN BEETS,03-11554,Hotel & Restaurant (city),05/30/2021 5616 OLDE WADSWORTH BLVD,Arvada,CO,80002
"BOS SANCTI ENTERPRISES, INCURBAN BRICKS PIZZA",,03-13234,Hotel & Restaurant (city),"06/24/2021 7008 WEST 10TH STREET, SUITE 50 Greeley",,CO,80634
ROCKY MOUNTAIN RESTAURANURBAN EGG,,03-05760,Hotel & Restaurant (city),12/06/2021 230 SOUTH COLLEGE AVENUE,Fort Collins,CO,80524
ROCKY MOUNTAIN RESTAURANURBAN EGG A DAYTIME EATERY,,03-11287,Hotel & Restaurant (city),02/27/2022 4861 THOMPSON PARKWAY BUILDINJohnstown,,CO,80534
ROCKY MOUNTAIN RESTAURANURBAN EGG A DAYTIME EATERY,,03-07447,Hotel & Restaurant (city),03/09/2022 6991 EAST BELLEVIEW AVENUE,Denver,CO,80237
